user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,risco,origem
166,0,0,1,1210,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
167,0,91,97,1362,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,234,350,0,368,0,0,3,18,70,605,0,261,414,Médio,original
168,1,326,245,1704,2,5,80,240,40,244,8,220,0,0,0,0,0,0,0,0,0,0,318,633,0,563,77,0,6,37,252,822,0,294,219,Médio,original
169,0,91,97,1088,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,200,389,0,401,0,0,11,18,153,805,0,439,381,Médio,original
170,2,263,185,1772,3,6,59,147,37,186,12,178,1,287,91,239,97,238,52,287,236,246,322,412,69,329,44,22,16,15,50,47,0,526,501,Alto,original
171,0,91,97,797,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,373,629,0,642,0,0,28,55,214,711,1,800,141,Alto,original
172,0,3,3,34,3,8,2,1,0,9,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
173,0,0,0,1507,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
174,1,236,140,481,2,6,18,179,0,222,0,263,0,0,0,0,0,0,0,0,0,0,269,479,54,446,48,46,4,28,154,814,0,222,359,Médio,original
175,0,91,97,632,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,93,124,0,129,0,0,5,4,24,303,0,367,652,Médio,original
176,0,322,234,1102,1,4,86,209,43,217,13,327,0,0,0,0,0,0,0,0,0,0,304,554,67,459,80,0,14,26,210,821,0,312,345,Médio,original
177,0,8,1,448,1,4,0,8,0,16,0,327,1,259,0,226,0,224,0,259,209,217,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
178,0,91,97,922,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,311,635,0,650,0,0,11,66,254,884,0,562,133,Médio,original
179,0,7,0,310,2,5,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
180,1,4,4,21,2,5,0,4,1,11,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
181,0,91,97,1480,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,113,135,3,139,0,3,3,3,24,810,0,955,644,Médio,original
182,0,0,1,1366,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
183,0,0,0,1439,1,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
184,0,11,2,241,2,3,0,11,0,19,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
185,0,91,97,601,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,231,285,18,284,0,18,12,9,52,284,1,332,500,Alto,original
186,36,29,28,418,2,5,0,26,36,24,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
187,0,8,1,989,1,1,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
188,0,0,1,1621,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
189,0,0,0,1401,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
190,0,91,97,709,1,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,351,569,71,555,0,57,17,48,161,661,1,644,245,Alto,original
191,0,0,1,80,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
192,0,10,3,1672,2,4,0,10,2,16,1,327,1,24,24,17,1,31,2,24,26,19,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
193,2,216,125,306,1,3,3,193,17,220,6,306,1,26,2,32,0,34,0,26,26,22,137,196,6,201,0,5,3,4,37,623,0,322,583,Alto,original
194,0,91,97,490,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,429,590,0,603,0,0,11,31,126,667,1,186,180,Alto,original
195,0,0,0,10,1,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
196,0,91,97,1675,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,478,738,0,745,0,0,51,45,286,108,3,760,38,Alto,original
197,0,91,97,631,1,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,143,310,42,300,0,40,1,23,84,980,1,406,502,Alto,original
198,1,10,2,878,3,4,0,10,0,18,0,214,1,56,0,62,0,67,0,56,44,42,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
199,1,9,3,1395,1,4,0,9,0,17,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
200,1,10,3,265,2,5,0,10,0,18,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
201,0,188,97,445,1,5,0,165,0,207,0,327,1,51,0,60,0,63,0,51,39,41,188,271,0,278,0,0,3,14,51,463,0,447,495,Alto,original
202,0,0,1,1269,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
203,0,91,97,1232,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,292,583,0,596,0,0,14,31,234,626,1,350,188,Alto,original
204,0,0,1,871,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
205,0,91,97,1114,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,224,341,0,357,0,0,9,12,79,311,0,628,424,Médio,original
206,1,204,109,1052,2,4,0,183,0,226,0,302,1,47,0,54,0,57,0,47,39,34,451,634,0,648,0,0,23,37,174,117,1,630,134,Alto,original
207,2,280,196,137,2,5,16,246,11,272,2,115,1,324,37,286,75,289,0,324,264,275,107,153,0,157,0,0,2,6,47,110,0,806,623,Alto,original
208,0,91,97,1382,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,194,404,0,416,0,0,9,31,133,904,0,264,367,Médio,original
209,1,153,197,1540,2,4,37,91,0,131,0,312,1,335,0,256,109,249,0,335,274,286,24,21,0,14,6,0,2,0,10,627,0,6,763,Alto,original
210,1,1,1,732,2,5,0,1,0,9,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
211,0,0,1,1139,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
212,2,4,5,984,1,1,2,2,0,10,0,134,1,337,0,309,98,303,0,337,276,288,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
213,0,91,97,1579,3,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,55,92,6,92,0,6,1,5,27,53,0,37,691,Médio,original
214,0,91,97,1190,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,59,63,0,67,0,0,0,5,9,721,0,11,711,Baixo,original
215,0,9,0,1563,2,5,0,9,0,17,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
216,0,1,2,1456,2,3,0,1,1,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
217,0,184,97,444,1,5,0,161,0,203,0,327,0,0,0,0,0,0,0,0,0,0,118,189,0,196,0,0,4,10,42,855,0,790,586,Médio,original
218,0,91,97,503,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,206,354,0,372,0,0,7,18,103,616,1,121,410,Alto,original
219,0,91,97,100,1,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,484,765,92,770,0,72,55,49,318,172,2,791,14,Alto,original
220,0,0,0,114,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
221,0,91,97,67,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,76,93,0,97,0,0,4,2,15,622,0,280,682,Médio,original
222,0,0,0,57,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
223,28,215,126,1042,0,4,0,194,93,105,0,212,1,144,17,130,0,132,0,144,110,118,512,774,78,782,0,0,51,102,311,516,0,550,1,Alto,original
224,0,91,97,1032,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,212,433,0,445,0,0,5,17,145,785,0,867,341,Médio,original
225,0,91,97,367,3,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,102,114,0,119,0,0,6,3,25,341,0,36,662,Médio,original
226,22,118,135,1290,3,6,0,117,4,154,4,166,0,0,0,0,0,0,0,0,0,0,182,331,25,334,0,25,0,16,88,876,1,161,460,Alto,original
227,0,1,2,1446,1,4,1,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
228,0,0,1,1423,2,4,0,0,0,8,0,327,1,285,83,245,14,254,22,285,234,244,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
229,0,0,1,590,1,4,0,0,0,8,0,327,1,30,0,38,0,38,0,30,25,27,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
230,0,0,1,1141,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
231,0,8,1,1068,1,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
232,0,0,1,263,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
233,0,91,97,828,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,106,142,0,147,0,0,3,2,33,11,0,73,634,Médio,original
234,1,211,121,642,3,6,0,190,0,233,0,233,1,28,6,30,0,36,6,28,24,26,241,291,11,296,0,11,8,6,55,355,0,915,487,Alto,original
235,44,341,261,291,1,2,0,278,110,302,27,6,0,0,0,0,0,0,0,0,0,0,92,127,0,132,0,0,3,3,31,489,0,9,649,Médio,original
236,0,299,191,602,2,4,73,163,0,205,0,327,1,81,0,45,38,45,0,81,63,66,126,257,0,233,27,0,6,12,79,430,0,951,545,Alto,original
237,0,0,1,423,1,1,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
238,0,91,97,1228,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,481,750,0,757,0,0,32,95,283,706,0,773,23,Médio,original
239,0,181,97,894,1,2,0,158,72,175,0,327,0,0,0,0,0,0,0,0,0,0,309,449,0,458,0,0,7,13,80,746,1,555,329,Alto,original
240,0,0,1,1544,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
241,0,33,34,240,2,5,0,30,0,39,0,327,0,0,0,0,0,0,0,0,0,0,218,410,0,423,0,0,6,8,151,599,1,153,362,Alto,original
242,6,300,194,1044,2,3,71,171,1,212,1,323,1,178,0,134,70,128,0,178,143,146,286,400,0,360,44,0,5,17,88,248,0,678,420,Alto,original
243,0,0,1,365,2,2,0,0,0,8,0,327,1,51,0,60,0,63,0,51,40,40,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
244,0,8,1,702,1,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
245,0,9,2,243,3,6,2,7,0,15,0,327,1,60,11,39,18,49,11,60,47,46,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
246,1,2,2,1701,0,5,0,2,11,1,0,94,1,268,63,222,0,233,0,268,217,227,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
247,0,91,97,569,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,281,345,0,362,0,0,7,13,62,526,0,93,419,Médio,original
248,1,271,183,1624,1,3,0,259,0,293,0,71,1,219,0,201,0,196,0,219,177,181,37,51,0,54,0,0,0,2,29,339,0,99,724,Alto,original
249,2,317,235,1003,2,3,71,228,45,233,12,293,0,0,0,0,0,0,0,0,0,0,351,585,51,509,74,0,9,28,162,498,2,514,285,Alto,original
250,0,91,97,1318,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,346,526,0,533,0,0,8,33,128,842,0,247,247,Médio,original
251,0,8,0,740,1,6,0,8,0,16,0,327,1,15,5,16,0,17,2,15,15,14,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
252,0,0,0,1485,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
253,0,90,97,1323,2,6,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,226,410,50,405,0,45,14,5,120,77,1,281,398,Alto,original
254,0,91,97,1512,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,69,125,0,130,0,0,1,3,46,846,0,169,651,Médio,original
255,0,91,97,1281,3,6,0,87,0,124,0,327,1,251,41,218,0,216,34,251,203,208,208,251,16,252,0,16,5,6,51,442,0,928,532,Alto,original
256,0,178,97,1178,2,4,0,155,0,197,0,327,0,0,0,0,0,0,0,0,0,0,187,306,0,321,0,0,12,6,93,128,2,703,458,Alto,original
257,1,226,142,261,2,4,3,209,23,238,8,232,1,124,11,111,0,109,3,124,96,103,77,194,0,201,0,0,7,1,58,715,0,585,579,Alto,original
258,0,0,0,594,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
259,1,12,6,1392,0,0,0,12,12,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
260,0,62,67,389,2,3,0,60,0,85,0,327,0,0,0,0,0,0,0,0,0,0,406,718,0,726,0,0,34,82,268,860,2,685,57,Alto,original
261,0,8,0,1761,3,6,0,8,0,16,0,327,1,42,11,43,0,53,11,42,34,34,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
262,0,0,1,4,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
263,0,0,1,106,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
264,0,91,97,88,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,75,118,0,123,0,0,3,5,27,762,0,546,658,Médio,original
265,0,0,1,913,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
266,0,15,12,1699,1,4,0,15,0,23,0,327,0,0,0,0,0,0,0,0,0,0,103,176,0,179,0,0,0,9,43,943,0,18,602,Baixo,original
267,0,8,1,1152,2,4,0,8,0,16,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
268,0,91,97,1471,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,241,368,0,385,0,0,10,10,114,125,0,577,396,Médio,original
269,0,0,0,1041,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
270,0,91,97,1760,2,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,453,727,0,735,0,0,39,82,285,574,1,893,48,Alto,original
271,1,10,3,626,1,2,0,10,1,17,1,219,1,183,41,157,6,154,15,183,147,151,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
272,0,91,97,1650,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,380,659,0,673,0,0,28,55,242,939,0,432,109,Médio,original
273,0,0,1,246,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
274,0,91,97,960,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,61,71,0,76,0,0,2,3,12,857,0,962,704,Médio,original
275,0,0,0,1362,2,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
276,0,91,97,524,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,122,180,0,183,0,0,4,4,34,57,0,571,599,Médio,original
277,1,309,214,1314,2,2,77,189,0,232,0,303,1,244,0,183,82,176,0,244,197,202,211,428,0,336,71,0,9,20,111,349,0,969,444,Alto,original
278,0,225,150,1329,2,5,9,205,51,201,6,327,1,153,40,127,6,141,0,153,118,127,400,589,0,602,0,0,16,26,136,509,0,230,181,Alto,original
279,0,185,97,340,2,4,0,162,0,204,0,327,0,0,0,0,0,0,0,0,0,0,358,612,0,626,0,0,8,46,220,703,1,76,156,Alto,original
280,1,294,184,577,2,4,63,166,0,208,0,292,1,75,0,19,48,18,0,75,60,59,410,736,0,720,96,0,31,35,302,282,2,481,63,Alto,original
281,0,0,1,582,3,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
282,0,0,0,1303,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
283,0,0,1,976,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
284,0,179,97,702,1,2,0,156,80,173,0,327,0,0,0,0,0,0,0,0,0,0,307,463,6,467,0,0,5,20,99,555,1,503,321,Alto,original
285,0,0,0,282,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
286,0,0,1,205,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
287,0,8,2,1741,1,4,1,7,0,15,0,327,1,159,0,142,25,136,0,159,125,132,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
288,0,0,1,1759,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
289,0,91,97,297,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,177,246,0,255,0,0,3,10,35,519,1,265,520,Alto,original
290,0,0,1,1504,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
291,32,28,23,1608,2,5,0,25,33,27,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
292,0,90,97,833,2,3,0,86,0,123,0,327,0,0,0,0,0,0,0,0,0,0,119,137,0,141,0,0,1,5,16,749,0,77,639,Médio,original
293,0,0,0,1657,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
294,0,0,0,1656,1,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
295,0,0,0,406,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
296,0,0,1,42,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
297,0,0,1,1058,2,3,0,0,0,8,0,327,1,315,0,303,0,296,0,315,257,267,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
298,1,276,188,1702,1,3,0,265,0,299,0,60,1,109,0,101,0,93,0,109,82,95,353,605,0,620,0,0,26,22,230,511,1,579,161,Alto,original
299,0,0,1,1469,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
300,0,150,190,337,1,3,35,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,60,68,0,50,14,0,1,4,19,688,0,277,728,Médio,original
301,0,91,97,1212,1,2,0,87,68,76,0,327,0,0,0,0,0,0,0,0,0,0,411,548,3,557,0,0,22,22,133,365,1,297,226,Alto,original
302,0,91,97,761,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,473,688,73,691,0,59,23,42,212,242,0,717,96,Médio,original
303,2,11,4,1244,2,4,0,11,0,19,0,88,1,31,4,35,0,39,0,31,29,24,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
304,1,8,8,1308,0,5,3,5,10,3,0,18,1,170,25,109,60,119,0,170,134,141,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
305,0,91,97,694,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,442,637,65,638,0,53,24,28,190,255,1,757,159,Alto,original
306,0,7,1,1160,2,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
307,0,91,97,1350,2,6,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,138,232,4,239,0,4,1,6,101,710,0,507,538,Médio,original
308,0,91,97,395,1,2,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,186,307,0,322,0,0,10,11,89,272,0,690,457,Médio,original
309,1,281,177,93,2,6,41,179,1,221,1,248,0,0,0,0,0,0,0,0,0,0,160,376,40,317,38,39,1,4,141,232,0,395,484,Médio,original
310,0,91,97,906,1,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,352,556,0,569,0,0,8,38,142,871,1,681,214,Alto,original
311,0,91,97,153,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,455,726,0,734,0,0,27,70,244,729,1,485,49,Alto,original
312,0,8,0,1689,2,6,0,8,0,16,0,327,1,32,6,34,0,40,6,32,28,26,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
313,0,0,1,603,2,4,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
314,0,91,97,1196,2,3,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,99,140,0,144,0,0,3,5,34,109,0,813,636,Médio,original
315,0,0,0,639,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
316,0,91,97,1503,0,3,0,87,91,0,0,327,0,0,0,0,0,0,0,0,0,0,507,768,88,777,0,0,53,96,301,403,2,438,6,Alto,original
317,0,7,1,215,2,4,0,7,0,15,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
318,0,91,97,707,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,393,670,0,682,0,0,35,51,241,350,0,739,101,Médio,original
319,0,91,97,1384,2,4,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,274,446,0,456,0,0,4,24,129,576,0,466,331,Médio,original
320,1,11,3,447,1,2,0,11,0,19,0,169,1,123,0,119,0,108,0,123,96,102,0,0,0,0,0,0,0,0,0,0,0,0,778,Médio,original
321,1,4,4,485,2,5,0,4,2,10,2,129,1,110,10,95,0,94,0,110,83,96,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
322,0,0,1,160,2,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
323,0,0,1,266,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
324,0,177,97,1183,2,3,0,154,0,196,0,327,1,107,0,98,0,91,0,107,84,91,40,42,0,44,0,0,2,0,15,102,0,23,732,Alto,original
325,0,91,97,1064,1,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,211,355,0,373,0,0,6,18,88,712,0,918,409,Médio,original
326,0,0,0,1662,3,6,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
327,0,0,0,1789,2,7,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
328,2,124,143,1604,3,4,0,123,0,160,0,123,1,277,0,252,0,245,0,277,226,236,387,595,0,609,0,0,21,15,196,182,1,643,173,Alto,original
329,0,87,94,110,1,6,0,83,0,117,0,327,0,0,0,0,0,0,0,0,0,0,268,546,62,539,0,51,13,52,194,917,2,598,255,Alto,original
330,0,91,97,1117,2,5,0,87,0,124,0,327,0,0,0,0,0,0,0,0,0,0,19,16,0,20,0,0,0,3,3,299,0,59,758,Baixo,original
331,0,0,0,698,2,5,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
332,0,0,1,1156,2,2,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
333,0,0,1,952,1,3,0,0,0,8,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778,Baixo,original
334,1,233,155,498,2,3,0,222,0,258,0,147,1,27,0,35,0,35,0,27,26,23,15,15,0,19,0,0,1,0,10,425,0,972,759,Alto,original
335,1,219,131,438,1,2,0,199,84,184,4,262,1,291,69,274,0,267,15,291,238,250,226,248,0,257,0,0,7,7,49,421,0,933,518,Alto,original
336,0,76,50,1561,1,5,0,73,0,107,0,327,0,0,0,0,0,0,0,0,0,0,134,195,0,203,0,0,0,10,59,449,0,885,576,Baixo,original
337,1,3,3,849,1,4,0,3,0,11,0,33,1,12,0,15,0,13,0,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,778,Alto,original
