user,risco_Grok,risco_DeepSeek,risco_ChatGratuito,risco_Copilot,risco_Gemini,risco_Especialista
RPM0600,Médio,Médio,Médio,Médio,Alto,Alto
RPM0995,Baixo,Médio,Baixo,Baixo,Alto,Alto
RQD0501,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RQK0448,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RRB0952,Alto,Alto,Alto,Médio,Alto,Alto
RRE0286,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RRG0041,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RRM0473,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RSB0102,Médio,Médio,Médio,Médio,Alto,Médio
RSC0642,Médio,Médio,Médio,Médio,Alto,Médio
RSC0802,Médio,Médio,Médio,Baixo,Alto,Alto
RSO0354,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
RSP0404,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RSR0867,Médio,Médio,Médio,Médio,Alto,Médio
RTC0816,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RTH0015,Médio,Alto,Alto,Médio,Alto,Alto
RTH0985,Médio,Baixo,Baixo,Baixo,Médio,Baixo
RTS0316,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RXA0130,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RYC0498,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
RYL0347,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SAB0372,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SAC0552,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SAC0882,Médio,Alto,Médio,Médio,Médio,Alto
SAH0718,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SAK0517,Alto,Alto,Alto,Alto,Alto,Alto
SAL0328,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SAM0845,Baixo,Alto,Baixo,Baixo,Alto,Alto
SAO0920,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SBD0434,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SBM0063,Médio,Médio,Baixo,Baixo,Alto,Alto
SBW0222,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SCC0002,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SCC0437,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SCH0532,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SCR0389,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
SDB0883,Baixo,Médio,Baixo,Baixo,Alto,Alto
SDH0288,Médio,Alto,Médio,Baixo,Alto,Alto
SDP0142,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SDS0998,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SDY0367,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
SEB0150,Baixo,Médio,Baixo,Baixo,Médio,Baixo
SEB0482,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SEG0805,Médio,Médio,Médio,Médio,Alto,Médio
SEM0732,Baixo,Alto,Baixo,Baixo,Médio,Baixo
SFK0827,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SFM0991,Médio,Médio,Médio,Médio,Alto,Médio
SGB0126,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SGE0112,Médio,Alto,Alto,Médio,Alto,Alto
SGN0512,Médio,Médio,Baixo,Médio,Médio,Médio
SGW0040,Médio,Alto,Médio,Baixo,Médio,Alto
SHG0930,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SHG0983,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
SHL0395,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SHL0741,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SHP0861,Médio,Médio,Médio,Médio,Alto,Médio
SHR0369,Baixo,Baixo,Baixo,Baixo,Alto,Alto
SHW0128,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SHW0774,Médio,Médio,Médio,Médio,Alto,Médio
SIB0825,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
SID0429,Baixo,Médio,Médio,Médio,Alto,Médio
SIF0182,Médio,Médio,Baixo,Baixo,Alto,Alto
SJB0299,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SJF0940,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SJK0495,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SJM0214,Médio,Alto,Médio,Baixo,Médio,Alto
SJP0744,Médio,Médio,Médio,Médio,Alto,Médio
SKA0772,Baixo,Médio,Baixo,Baixo,Alto,Alto
SKC0630,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SKC0670,Médio,Médio,Médio,Médio,Alto,Médio
SKG0896,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SKN0177,Médio,Médio,Médio,Médio,Alto,Alto
SKP0371,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SLB0004,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SLC0113,Médio,Alto,Alto,Alto,Alto,Médio
SLI0033,Baixo,Médio,Baixo,Baixo,Alto,Alto
SLL0439,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SLM0993,Médio,Médio,Médio,Médio,Alto,Médio
SLO0231,Médio,Alto,Médio,Médio,Alto,Alto
SLW0616,Médio,Médio,Médio,Baixo,Alto,Alto
SMB0012,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SMB0655,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SMD0814,Médio,Alto,Médio,Médio,Alto,Alto
SMF0450,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SMG0494,Baixo,Médio,Baixo,Baixo,Médio,Baixo
SMJ0486,Baixo,Médio,Médio,Médio,Médio,Baixo
SMK0420,Baixo,Médio,Baixo,Baixo,Alto,Alto
SMM0380,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SMM0923,Baixo,Médio,Baixo,Baixo,Médio,Médio
SMV0986,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SND0589,Baixo,Médio,Baixo,Baixo,Alto,Alto
SNG0943,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SNH0857,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SNL0096,Médio,Baixo,Baixo,Baixo,Médio,Baixo
SNM0050,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SNM0597,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SNP0785,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SNS0094,Médio,Médio,Médio,Médio,Alto,Médio
SOS0356,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SPB0408,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SPB0692,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SPB0713,Médio,Alto,Alto,Médio,Alto,Alto
SPD0384,Médio,Médio,Médio,Médio,Médio,Alto
SPH0325,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SPM0388,Médio,Alto,Alto,Médio,Alto,Médio
SQB0965,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SQE0179,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SQP0157,Baixo,Alto,Médio,Médio,Médio,Baixo
SRM0773,Alto,Alto,Alto,Alto,Alto,Alto
SRM0851,Médio,Médio,Médio,Médio,Alto,Médio
SRS0353,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SSB0779,Médio,Médio,Médio,Médio,Alto,Médio
SSC0749,Médio,Médio,Médio,Médio,Alto,Médio
SSD0484,Médio,Médio,Baixo,Baixo,Alto,Alto
SSE0978,Médio,Médio,Médio,Médio,Alto,Médio
SSH0093,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SSH0937,Médio,Médio,Médio,Médio,Alto,Médio
SSP0884,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SSR0119,Médio,Alto,Médio,Baixo,Alto,Alto
STA0107,Médio,Médio,Médio,Médio,Alto,Médio
STB0434,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
STD0881,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
STM0826,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
STR0421,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
STW0702,Médio,Médio,Baixo,Médio,Médio,Médio
SUV0051,Médio,Alto,Médio,Médio,Alto,Alto
SVM0009,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SVM0538,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
SVP0644,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
SZG0295,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
TAC0270,Baixo,Médio,Médio,Médio,Alto,Médio
TAF0700,Alto,Alto,Médio,Médio,Alto,Alto
TAG0114,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
TAP0981,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TBD0276,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TBF0071,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TBF0598,Médio,Alto,Alto,Alto,Alto,Médio
TBF0641,Médio,Médio,Médio,Médio,Alto,Médio
TBH0308,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
TBM0479,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TBN0121,Baixo,Médio,Baixo,Baixo,Baixo,Baixo
TBS0793,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TCF0052,Médio,Médio,Médio,Médio,Alto,Alto
TCG0400,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TCK0297,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TCP0378,Médio,Médio,Médio,Médio,Alto,Alto
TCW0598,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TDB0268,Alto,Alto,Alto,Alto,Alto,Alto
TDB0322,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TDB0568,Médio,Alto,Alto,Médio,Alto,Médio
TDC0046,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TDF0088,Alto,Alto,Alto,Alto,Alto,Alto
TDG0203,Baixo,Médio,Baixo,Baixo,Alto,Alto
TDJ0567,Médio,Alto,Médio,Baixo,Alto,Alto
TDW0625,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
TEC0217,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TEC0586,Médio,Baixo,Baixo,Baixo,Médio,Baixo
TGB0427,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TGD0954,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TGF0571,Alto,Alto,Alto,Alto,Alto,Alto
TGF0937,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TGK0604,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
TGM0589,Médio,Médio,Médio,Médio,Alto,Alto
THD0781,Médio,Médio,Médio,Médio,Alto,Médio
THP0280,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
THS0145,Médio,Alto,Alto,Médio,Alto,Alto
THY0079,Baixo,Médio,Baixo,Baixo,Médio,Baixo
TJB0250,Médio,Alto,Médio,Baixo,Médio,Alto
TJB0713,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TJC0370,Alto,Médio,Médio,Médio,Alto,Alto
TJH0831,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TJL0082,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TJR0895,Baixo,Alto,Médio,Baixo,Médio,Baixo
TJS0397,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TJW0893,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TKG0225,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TKK0416,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TKL0324,Baixo,Médio,Baixo,Baixo,Alto,Alto
TKW0289,Médio,Alto,Médio,Baixo,Alto,Alto
TLG0199,Baixo,Médio,Baixo,Baixo,Médio,Médio
TLK0756,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TMC0176,Baixo,Baixo,Baixo,Baixo,Alto,Alto
TML0765,Alto,Alto,Alto,Alto,Alto,Alto
TMW0915,Médio,Médio,Médio,Baixo,Médio,Alto
TOC0528,Médio,Baixo,Baixo,Baixo,Médio,Alto
TQH0728,Médio,Médio,Médio,Médio,Alto,Médio
TRS0543,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TRW0379,Médio,Alto,Alto,Alto,Alto,Alto
TSE0056,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TSM0797,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TST0116,Médio,Alto,Médio,Baixo,Médio,Alto
TTP0529,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TTP0993,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TUB0881,Médio,Médio,Médio,Médio,Alto,Alto
TUE0435,Baixo,Médio,Baixo,Baixo,Médio,Médio
TUW0748,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TWG0096,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
TWM0306,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
TWW0515,Alto,Alto,Alto,Alto,Alto,Alto
TYR0442,Médio,Alto,Médio,Baixo,Alto,Alto
TZD0878,Médio,Alto,Alto,Médio,Alto,Alto
TZF0792,Baixo,Médio,Baixo,Baixo,Alto,Alto
UAB0016,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
UAP0214,Alto,Alto,Médio,Médio,Médio,Alto
UBH0562,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UBM0240,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UGH0687,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UIL0183,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UJB0444,Médio,Médio,Médio,Médio,Alto,Médio
UJB0529,Médio,Baixo,Baixo,Baixo,Médio,Baixo
UJV0864,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UJW0455,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
UKW0099,Médio,Baixo,Baixo,Baixo,Médio,Baixo
UKW0675,Médio,Baixo,Baixo,Baixo,Médio,Baixo
UMA0072,Baixo,Baixo,Baixo,Baixo,Médio,Alto
UQR0361,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
USM0143,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
UVS0368,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
VAD0688,Médio,Alto,Médio,Baixo,Médio,Alto
VAG0602,Médio,Médio,Baixo,Baixo,Alto,Alto
VAK0428,Médio,Baixo,Baixo,Baixo,Médio,Alto
VBB0361,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VBM0960,Médio,Médio,Médio,Médio,Alto,Médio
VCJ0924,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VCP0364,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VDB0894,Médio,Médio,Médio,Baixo,Alto,Alto
VDT0838,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
VEL0708,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VEP0043,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VEP0734,Alto,Alto,Alto,Médio,Alto,Alto
VGJ0296,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VGM0814,Médio,Médio,Baixo,Baixo,Alto,Alto
VJB0695,Baixo,Médio,Baixo,Baixo,Médio,Médio
VJP0518,Médio,Médio,Médio,Médio,Médio,Médio
VKB0360,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VLB0057,Alto,Alto,Alto,Alto,Alto,Alto
VLB0069,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VLH0699,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VMT0475,Baixo,Médio,Baixo,Baixo,Médio,Baixo
VNH0910,Baixo,Médio,Baixo,Médio,Médio,Baixo
VNL0137,Baixo,Baixo,Baixo,Baixo,Médio,Alto
VNS0492,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VPP0803,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VRF0401,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
VRL0117,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
VUB0709,Médio,Médio,Médio,Baixo,Médio,Médio
VXA0673,Médio,Alto,Alto,Alto,Alto,Alto
VYV0878,Baixo,Baixo,Baixo,Baixo,Alto,Alto
VZS0605,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
WAF0395,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WAF0882,Baixo,Médio,Baixo,Baixo,Alto,Alto
WAM0223,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WAR0440,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WAS0075,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WAW0242,Baixo,Alto,Baixo,Baixo,Médio,Baixo
WAW0624,Médio,Médio,Médio,Médio,Alto,Alto
WBC0136,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WBM0134,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WBM0628,Médio,Médio,Baixo,Baixo,Alto,Alto
WBY0542,Médio,Médio,Médio,Médio,Médio,Baixo
WCC0009,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WCL0378,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WCS0883,Médio,Alto,Alto,Médio,Alto,Alto
WDC0641,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WEM0029,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WFR0045,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WGL0712,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WHC0684,Médio,Alto,Alto,Médio,Alto,Alto
WIF0497,Médio,Alto,Alto,Médio,Alto,Médio
WIH0727,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WJP0386,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WKC0202,Médio,Alto,Médio,Médio,Alto,Alto
WKR0839,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WKS0887,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WLM0450,Médio,Médio,Médio,Médio,Alto,Médio
WLM0720,Médio,Médio,Baixo,Baixo,Médio,Médio
WLT0879,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WMD0345,Médio,Baixo,Baixo,Baixo,Médio,Baixo
WMH0866,Médio,Alto,Alto,Médio,Alto,Alto
WMN0451,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
WMP0272,Baixo,Baixo,Baixo,Baixo,Médio,Alto
WPF0204,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WPH0929,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WPK0074,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
WQW0970,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WRL0923,Médio,Médio,Baixo,Baixo,Alto,Alto
WSG0003,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WSM0956,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WSN0932,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WSP0210,Alto,Alto,Alto,Alto,Alto,Alto
WTB0671,Médio,Baixo,Baixo,Baixo,Médio,Alto
WTP0858,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WTW0141,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
WVB0343,Médio,Alto,Médio,Médio,Alto,Alto
WWM0523,Alto,Alto,Alto,Alto,Alto,Alto
WWR0317,Médio,Médio,Médio,Baixo,Alto,Alto
WXW0044,Médio,Médio,Baixo,Baixo,Alto,Alto
WZH0304,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XBB0890,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
XBH0901,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XBW0181,Médio,Alto,Alto,Alto,Alto,Alto
XCR0407,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XGE0451,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XGW0277,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XLB0187,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XLC0423,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XLK0832,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XML0742,Médio,Médio,Baixo,Baixo,Médio,Baixo
XMV0132,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XOD0686,Baixo,Médio,Baixo,Baixo,Alto,Alto
XOH0359,Alto,Alto,Alto,Alto,Alto,Alto
XRE0273,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XRG0760,Alto,Alto,Alto,Alto,Alto,Alto
XSA0305,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XTM0246,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
XUG0327,Alto,Médio,Médio,Baixo,Alto,Alto
XYW0563,Médio,Alto,Alto,Médio,Alto,Médio
YAP0560,Alto,Alto,Alto,Alto,Alto,Alto
YCH0796,Médio,Baixo,Baixo,Baixo,Médio,Baixo
YCM0620,Médio,Baixo,Baixo,Baixo,Baixo,Baixo
YCR0330,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YCS0499,Baixo,Alto,Alto,Médio,Alto,Alto
YDG0180,Baixo,Médio,Baixo,Baixo,Médio,Baixo
YEV0902,Médio,Alto,Baixo,Médio,Alto,Alto
YFR0807,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YFT0298,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
YHC0037,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YHL0691,Médio,Baixo,Baixo,Baixo,Médio,Alto
YJT0368,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YKB0334,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YKW0319,Médio,Médio,Baixo,Baixo,Alto,Alto
YQH0930,Médio,Médio,Médio,Médio,Alto,Médio
YRB0614,Médio,Médio,Baixo,Baixo,Alto,Alto
YRF0310,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
YSB0779,Baixo,Baixo,Baixo,Baixo,Baixo,Alto
YSJ0565,Médio,Alto,Alto,Médio,Alto,Médio
YTB0436,Médio,Baixo,Baixo,Baixo,Médio,Alto
YXG0504,Alto,Alto,Alto,Alto,Alto,Alto
ZAB0327,Médio,Médio,Baixo,Baixo,Alto,Alto
ZAS0669,Alto,Alto,Alto,Médio,Alto,Alto
ZBL0379,Baixo,Médio,Baixo,Baixo,Alto,Alto
ZCB0358,Baixo,Médio,Baixo,Baixo,Médio,Médio
ZCL0880,Médio,Alto,Alto,Médio,Alto,Médio
ZCL0920,Médio,Baixo,Baixo,Baixo,Médio,Alto
ZED0676,Médio,Alto,Alto,Médio,Alto,Alto
ZER0363,Médio,Médio,Médio,Médio,Alto,Médio
ZIF0269,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
ZJW0947,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ZKC0722,Médio,Médio,Médio,Médio,Médio,Médio
ZLB0620,Baixo,Médio,Médio,Médio,Alto,Médio
ZLW0169,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ZNF0145,Médio,Médio,Baixo,Baixo,Alto,Alto
ZNS0213,Alto,Alto,Alto,Médio,Alto,Alto
ZSP0972,Baixo,Baixo,Baixo,Baixo,Médio,Baixo
ZWF0919,Médio,Baixo,Baixo,Baixo,Médio,Alto
ZXA0931,Baixo,Médio,Baixo,Baixo,Alto,Alto
