user,computadores_distintos,total_logons,total_logoffs,computador_mais_usado,hora_logon_mais_comum,hora_logoff_mais_comum,logons_fim_de_semana,logons_dias_uteis,logons_fora_horario_comercial,logons_em_horario_comercial,logons_janela_acesso,proporcao_pc_mais_usado,pcs_distintos_dispositivo,total_atividades_dispositivo,connect_fora_horario_comercial,connect_em_horario_comercial,connect_fim_de_semana,connect_dias_uteis,connect_janela_acesso,total_connect_dispositivo,total_disconnect_dispositivo,conexoes_sem_desconexao,sites_distintos_visitados,total_acessos_http,acessos_fora_horario_comercial,acessos_em_horario_comercial,acessos_fim_de_semana,acessos_janela_acesso,visita_sites_compras,visita_sites_noticias,visita_sites_entretenimento,tamanho_medio_urls,termos_sensiveis_detectados,tamanho_medio_conteudo,diferenca_acessos_fora_dentro,classe,risco,sintetico
162,0,0,1,1467,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
163,0,0,1,1748,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
164,0,91,97,1468,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,456,696,77,700,0,63,19,59,230,331,1,514,87,0,Médio,0
165,0,0,1,502,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
166,0,0,1,1210,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
167,0,91,97,1362,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,233,349,0,367,0,0,3,18,69,604,0,260,414,0,Baixo,0
168,1,326,245,1704,2,5,80,240,40,244,8,220,1,351,99,312,116,305,64,351,290,302,317,632,0,562,77,0,6,37,251,821,0,293,219,1,Alto,0
169,0,91,97,1088,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,199,388,0,400,0,0,11,18,152,804,0,438,381,0,Baixo,0
170,2,263,185,1772,3,6,59,147,37,186,12,178,0,286,91,239,97,237,52,286,235,245,321,411,69,328,44,22,16,15,49,46,0,525,501,1,Alto,0
171,0,91,97,797,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,372,628,0,641,0,0,28,55,213,710,1,799,141,0,Médio,0
172,0,3,3,34,3,8,2,1,0,9,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
173,0,0,0,1507,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
174,1,236,140,481,2,6,18,179,0,222,0,263,1,351,99,312,116,305,64,351,290,302,268,478,54,445,48,46,4,28,153,813,0,221,359,0,Baixo,0
175,0,91,97,632,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,92,123,0,128,0,0,5,4,23,302,0,366,652,0,Baixo,0
176,0,322,234,1102,1,4,86,209,43,217,13,327,1,351,99,312,116,305,64,351,290,302,303,553,67,458,80,0,14,26,209,820,0,311,345,1,Alto,0
177,0,8,1,448,1,4,0,8,0,16,0,327,0,258,0,226,0,223,0,258,208,216,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
178,0,91,97,922,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,310,634,0,649,0,0,11,66,253,883,0,561,133,0,Baixo,0
179,0,7,0,310,2,5,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
180,1,4,4,21,2,5,0,4,1,11,1,19,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
181,0,91,97,1480,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,112,134,3,138,0,3,3,3,23,809,0,954,644,0,Baixo,0
182,0,0,1,1366,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
183,0,0,0,1439,1,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
184,0,11,2,241,2,3,0,11,0,19,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
185,0,91,97,601,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,230,284,18,283,0,18,12,9,51,283,1,331,500,0,Médio,0
186,36,29,28,418,2,5,0,26,36,24,12,1,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
187,0,8,1,989,1,1,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
188,0,0,1,1621,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
189,0,0,0,1401,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
190,0,91,97,709,1,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,350,568,71,554,0,57,17,48,160,660,1,643,245,0,Médio,0
191,0,0,1,80,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
192,0,10,3,1672,2,4,0,10,2,16,1,327,0,23,24,17,1,30,2,23,25,18,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
193,2,216,125,306,1,3,3,193,17,220,6,306,0,25,2,32,0,33,0,25,25,21,136,195,6,200,0,5,3,4,36,622,0,321,583,1,Alto,0
194,0,91,97,490,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,428,589,0,602,0,0,11,31,125,666,1,185,180,0,Médio,0
195,0,0,0,10,1,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
196,0,91,97,1675,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,477,737,0,744,0,0,51,45,285,107,3,759,38,0,Médio,0
197,0,91,97,631,1,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,142,309,42,299,0,40,1,23,83,979,1,405,502,0,Médio,0
198,1,10,2,878,3,4,0,10,0,18,0,214,0,55,0,62,0,66,0,55,43,41,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
199,1,9,3,1395,1,4,0,9,0,17,0,159,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
200,1,10,3,265,2,5,0,10,0,18,0,75,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
201,0,188,97,445,1,5,0,165,0,207,0,327,0,50,0,60,0,62,0,50,38,40,187,270,0,277,0,0,3,14,50,462,0,446,495,1,Alto,0
202,0,0,1,1269,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
203,0,91,97,1232,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,291,582,0,595,0,0,14,31,233,625,1,349,188,0,Médio,0
204,0,0,1,871,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
205,0,91,97,1114,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,223,340,0,356,0,0,9,12,78,310,0,627,424,0,Baixo,0
206,1,204,109,1052,2,4,0,183,0,226,0,302,0,46,0,54,0,56,0,46,38,33,450,633,0,647,0,0,23,37,173,116,1,629,134,1,Alto,0
207,2,280,196,137,2,5,16,246,11,272,2,115,0,323,37,286,75,288,0,323,263,274,106,152,0,156,0,0,2,6,46,109,0,805,623,1,Alto,0
208,0,91,97,1382,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,193,403,0,415,0,0,9,31,132,903,0,263,367,0,Baixo,0
209,1,153,197,1540,2,4,37,91,0,131,0,312,0,334,0,256,109,248,0,334,273,285,23,20,0,13,6,0,2,0,9,626,0,5,763,1,Alto,0
210,1,1,1,732,2,5,0,1,0,9,0,185,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
211,0,0,1,1139,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
212,2,4,5,984,1,1,2,2,0,10,0,134,0,336,0,309,98,302,0,336,275,287,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
213,0,91,97,1579,3,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,54,91,6,91,0,6,1,5,26,52,0,36,691,0,Baixo,0
214,0,91,97,1190,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,58,62,0,66,0,0,0,5,8,720,0,10,711,0,Baixo,0
215,0,9,0,1563,2,5,0,9,0,17,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
216,0,1,2,1456,2,3,0,1,1,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
217,0,184,97,444,1,5,0,161,0,203,0,327,1,351,99,312,116,305,64,351,290,302,117,188,0,195,0,0,4,10,41,854,0,789,586,0,Baixo,0
218,0,91,97,503,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,205,353,0,371,0,0,7,18,102,615,1,120,410,0,Médio,0
219,0,91,97,100,1,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,483,764,92,769,0,72,55,49,317,171,2,790,14,0,Médio,0
220,0,0,0,114,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
221,0,91,97,67,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,75,92,0,96,0,0,4,2,14,621,0,279,682,0,Baixo,0
222,0,0,0,57,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
223,28,215,126,1042,0,4,0,194,93,105,0,212,0,143,17,130,0,131,0,143,109,117,511,773,78,781,0,0,51,102,310,515,0,549,1,1,Alto,0
224,0,91,97,1032,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,211,432,0,444,0,0,5,17,144,784,0,866,341,0,Baixo,0
225,0,91,97,367,3,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,101,113,0,118,0,0,6,3,24,340,0,35,662,0,Baixo,0
226,22,118,135,1290,3,6,0,117,4,154,4,166,1,351,99,312,116,305,64,351,290,302,181,330,25,333,0,25,0,16,87,875,1,160,460,1,Alto,0
227,0,1,2,1446,1,4,1,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
228,0,0,1,1423,2,4,0,0,0,8,0,327,0,284,83,245,14,253,22,284,233,243,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
229,0,0,1,590,1,4,0,0,0,8,0,327,0,29,0,38,0,37,0,29,24,26,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
230,0,0,1,1141,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
231,0,8,1,1068,1,4,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
232,0,0,1,263,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
233,0,91,97,828,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,105,141,0,146,0,0,3,2,32,10,0,72,634,0,Baixo,0
234,1,211,121,642,3,6,0,190,0,233,0,233,0,27,6,30,0,35,6,27,23,25,240,290,11,295,0,11,8,6,54,354,0,914,487,1,Alto,0
235,44,341,261,291,1,2,0,278,110,302,27,6,1,351,99,312,116,305,64,351,290,302,91,126,0,131,0,0,3,3,30,488,0,8,649,1,Alto,0
236,0,299,191,602,2,4,73,163,0,205,0,327,0,80,0,45,38,44,0,80,62,65,125,256,0,232,27,0,6,12,78,429,0,950,545,1,Alto,0
237,0,0,1,423,1,1,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
238,0,91,97,1228,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,480,749,0,756,0,0,32,95,282,705,0,772,23,0,Baixo,0
239,0,181,97,894,1,2,0,158,72,175,0,327,1,351,99,312,116,305,64,351,290,302,308,448,0,457,0,0,7,13,79,745,1,554,329,1,Alto,0
240,0,0,1,1544,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
241,0,33,34,240,2,5,0,30,0,39,0,327,1,351,99,312,116,305,64,351,290,302,217,409,0,422,0,0,6,8,150,598,1,152,362,0,Médio,0
242,6,300,194,1044,2,3,71,171,1,212,1,323,0,177,0,134,70,127,0,177,142,145,285,399,0,359,44,0,5,17,87,247,0,677,420,1,Alto,0
243,0,0,1,365,2,2,0,0,0,8,0,327,0,50,0,60,0,62,0,50,39,39,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
244,0,8,1,702,1,4,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
245,0,9,2,243,3,6,2,7,0,15,0,327,0,59,11,39,18,48,11,59,46,45,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
246,1,2,2,1701,0,5,0,2,11,1,0,94,0,267,63,222,0,232,0,267,216,226,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
247,0,91,97,569,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,280,344,0,361,0,0,7,13,61,525,0,92,419,0,Baixo,0
248,1,271,183,1624,1,3,0,259,0,293,0,71,0,218,0,201,0,195,0,218,176,180,36,50,0,53,0,0,0,2,28,338,0,98,724,1,Alto,0
249,2,317,235,1003,2,3,71,228,45,233,12,293,1,351,99,312,116,305,64,351,290,302,350,584,51,508,74,0,9,28,161,497,2,513,285,1,Alto,0
250,0,91,97,1318,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,345,525,0,532,0,0,8,33,127,841,0,246,247,0,Baixo,0
251,0,8,0,740,1,6,0,8,0,16,0,327,0,14,5,16,0,16,2,14,14,13,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
252,0,0,0,1485,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
253,0,90,97,1323,2,6,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,225,409,50,404,0,45,14,5,119,76,1,280,398,0,Médio,0
254,0,91,97,1512,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,68,124,0,129,0,0,1,3,45,845,0,168,651,0,Baixo,0
255,0,91,97,1281,3,6,0,87,0,124,0,327,0,250,41,218,0,215,34,250,202,207,207,250,16,251,0,16,5,6,50,441,0,927,532,1,Alto,0
256,0,178,97,1178,2,4,0,155,0,197,0,327,1,351,99,312,116,305,64,351,290,302,186,305,0,320,0,0,12,6,92,127,2,702,458,0,Médio,0
257,1,226,142,261,2,4,3,209,23,238,8,232,0,123,11,111,0,108,3,123,95,102,76,193,0,200,0,0,7,1,57,714,0,584,579,1,Alto,0
258,0,0,0,594,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
259,1,12,6,1392,0,0,0,12,12,8,0,24,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
260,0,62,67,389,2,3,0,60,0,85,0,327,1,351,99,312,116,305,64,351,290,302,405,717,0,725,0,0,34,82,267,859,2,684,57,0,Médio,0
261,0,8,0,1761,3,6,0,8,0,16,0,327,0,41,11,43,0,52,11,41,33,33,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
262,0,0,1,4,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
263,0,0,1,106,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
264,0,91,97,88,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,74,117,0,122,0,0,3,5,26,761,0,545,658,0,Baixo,0
265,0,0,1,913,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
266,0,15,12,1699,1,4,0,15,0,23,0,327,1,351,99,312,116,305,64,351,290,302,102,175,0,178,0,0,0,9,42,942,0,17,602,0,Baixo,0
267,0,8,1,1152,2,4,0,8,0,16,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
268,0,91,97,1471,2,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,240,367,0,384,0,0,10,10,113,124,0,576,396,0,Baixo,0
269,0,0,0,1041,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
270,0,91,97,1760,2,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,452,726,0,734,0,0,39,82,284,573,1,892,48,0,Médio,0
271,1,10,3,626,1,2,0,10,1,17,1,219,0,182,41,157,6,153,15,182,146,150,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
272,0,91,97,1650,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,379,658,0,672,0,0,28,55,241,938,0,431,109,0,Baixo,0
273,0,0,1,246,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
274,0,91,97,960,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,60,70,0,75,0,0,2,3,11,856,0,961,704,0,Baixo,0
275,0,0,0,1362,2,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
276,0,91,97,524,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,121,179,0,182,0,0,4,4,33,56,0,570,599,0,Baixo,0
277,1,309,214,1314,2,2,77,189,0,232,0,303,0,243,0,183,82,175,0,243,196,201,210,427,0,335,71,0,9,20,110,348,0,968,444,1,Alto,0
278,0,225,150,1329,2,5,9,205,51,201,6,327,0,152,40,127,6,140,0,152,117,126,399,588,0,601,0,0,16,26,135,508,0,229,181,1,Alto,0
279,0,185,97,340,2,4,0,162,0,204,0,327,1,351,99,312,116,305,64,351,290,302,357,611,0,625,0,0,8,46,219,702,1,75,156,0,Médio,0
280,1,294,184,577,2,4,63,166,0,208,0,292,0,74,0,19,48,17,0,74,59,58,409,735,0,719,96,0,31,35,301,281,2,480,63,1,Alto,0
281,0,0,1,582,3,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
282,0,0,0,1303,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
283,0,0,1,976,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
284,0,179,97,702,1,2,0,156,80,173,0,327,1,351,99,312,116,305,64,351,290,302,306,462,6,466,0,0,5,20,98,554,1,502,321,1,Alto,0
285,0,0,0,282,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
286,0,0,1,205,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
287,0,8,2,1741,1,4,1,7,0,15,0,327,0,158,0,142,25,135,0,158,124,131,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
288,0,0,1,1759,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
289,0,91,97,297,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,176,245,0,254,0,0,3,10,34,518,1,264,520,0,Médio,0
290,0,0,1,1504,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
291,32,28,23,1608,2,5,0,25,33,27,13,16,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
292,0,90,97,833,2,3,0,86,0,123,0,327,1,351,99,312,116,305,64,351,290,302,118,136,0,140,0,0,1,5,15,748,0,76,639,0,Baixo,0
293,0,0,0,1657,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
294,0,0,0,1656,1,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
295,0,0,0,406,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
296,0,0,1,42,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
297,0,0,1,1058,2,3,0,0,0,8,0,327,0,314,0,303,0,295,0,314,256,266,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
298,1,276,188,1702,1,3,0,265,0,299,0,60,0,108,0,101,0,92,0,108,81,94,352,604,0,619,0,0,26,22,229,510,1,578,161,1,Alto,0
299,0,0,1,1469,1,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
300,0,150,190,337,1,3,35,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,59,67,0,49,14,0,1,4,18,687,0,276,728,1,Alto,0
301,0,91,97,1212,1,2,0,87,68,76,0,327,1,351,99,312,116,305,64,351,290,302,410,547,3,556,0,0,22,22,132,364,1,296,226,1,Alto,0
302,0,91,97,761,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,472,687,73,690,0,59,23,42,211,241,0,716,96,0,Baixo,0
303,2,11,4,1244,2,4,0,11,0,19,0,88,0,30,4,35,0,38,0,30,28,23,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
304,1,8,8,1308,0,5,3,5,10,3,0,18,0,169,25,109,60,118,0,169,133,140,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
305,0,91,97,694,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,441,636,65,637,0,53,24,28,189,254,1,756,159,0,Médio,0
306,0,7,1,1160,2,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
307,0,91,97,1350,2,6,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,137,231,4,238,0,4,1,6,100,709,0,506,538,0,Baixo,0
308,0,91,97,395,1,2,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,185,306,0,321,0,0,10,11,88,271,0,689,457,0,Baixo,0
309,1,281,177,93,2,6,41,179,1,221,1,248,1,351,99,312,116,305,64,351,290,302,159,375,40,316,38,39,1,4,140,231,0,394,484,1,Alto,0
310,0,91,97,906,1,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,351,555,0,568,0,0,8,38,141,870,1,680,214,0,Médio,0
311,0,91,97,153,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,454,725,0,733,0,0,27,70,243,728,1,484,49,0,Médio,0
312,0,8,0,1689,2,6,0,8,0,16,0,327,0,31,6,34,0,39,6,31,27,25,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
313,0,0,1,603,2,4,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
314,0,91,97,1196,2,3,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,98,139,0,143,0,0,3,5,33,108,0,812,636,0,Baixo,0
315,0,0,0,639,2,5,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
316,0,91,97,1503,0,3,0,87,91,0,0,327,1,351,99,312,116,305,64,351,290,302,506,767,88,776,0,0,53,96,300,402,2,437,6,1,Alto,0
317,0,7,1,215,2,4,0,7,0,15,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
318,0,91,97,707,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,392,669,0,681,0,0,35,51,240,349,0,738,101,0,Baixo,0
319,0,91,97,1384,2,4,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,273,445,0,455,0,0,4,24,128,575,0,465,331,0,Baixo,0
320,1,11,3,447,1,2,0,11,0,19,0,169,0,122,0,119,0,107,0,122,95,101,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
321,1,4,4,485,2,5,0,4,2,10,2,129,0,109,10,95,0,93,0,109,82,95,514,778,104,783,101,82,58,109,323,993,6,999,778,1,Alto,0
322,0,0,1,160,2,3,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
323,0,0,1,266,2,2,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
324,0,177,97,1183,2,3,0,154,0,196,0,327,0,106,0,98,0,90,0,106,83,90,39,41,0,43,0,0,2,0,14,101,0,22,732,1,Alto,0
325,0,91,97,1064,1,5,0,87,0,124,0,327,1,351,99,312,116,305,64,351,290,302,210,354,0,372,0,0,6,18,87,711,0,917,409,0,Baixo,0
326,0,0,0,1662,3,6,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
327,0,0,0,1789,2,7,0,0,0,8,0,327,1,351,99,312,116,305,64,351,290,302,514,778,104,783,101,82,58,109,323,993,6,999,778,0,Baixo,0
328,2,124,143,1604,3,4,0,123,0,160,0,123,0,276,0,252,0,244,0,276,225,235,386,594,0,608,0,0,21,15,195,181,1,642,173,1,Alto,0
